Model,Dataset,Subset_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUC,AUC_antimicrobial,AUC_antiviral,AUC_antifungal,AUC_anticancer
ESM-2,dbAMP,0.6348467209934032,0.4732574853968282,0.6036614167668115,0.520333717786418,0.8564498702810704,0.8995693138915646,0.881140350877193,0.7830610561534257,0.8620287602020987
ESM-2,DRAMP,0.6712598425196851,0.6046428571428571,0.6806038047973533,0.6322263124199744,0.7875687135514031,,0.728344671201814,0.7722014072923331,0.8621600621600622
