Model,Dataset,Subset_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUC,AUC_antimicrobial,AUC_antiviral,AUC_antifungal,AUC_anticancer
ProtBERT,dbAMP,0.6798603026775321,0.5100750989305206,0.5572051633644552,0.5240520026845216,0.7806543068652401,0.859357181607821,0.879590999857367,0.7715431229487455,0.6121259230470268
ProtBERT,DRAMP,0.547244094488189,0.530011655011655,0.5376895505927765,0.4915431403677176,0.7947026462182922,,0.7191609977324264,0.7751256511011604,0.8898212898212898
