Model,Dataset,Subset_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUC,AUC_antimicrobial,AUC_antiviral,AUC_antifungal,AUC_anticancer
ProtT5,dbAMP,0.47574699262708575,0.48394523074013573,0.5233308232931727,0.4460926274470357,0.6881964291101546,0.6120881817812764,0.826984381685922,0.6963404363002756,0.6173727166731442
ProtT5,DRAMP,0.7106299212598425,0.6108872608872609,0.7030603804797353,0.6382368618470406,0.7793011473962115,,0.6713151927437642,0.7879557708123914,0.8786324786324787
